PSRJ,PTA_SRC,REF_SH,GL,GB,P0,P1,DM,DM_ERR,DMEPOCH,RM,RM_ERR,RM_SNG,L_FRAC,L_FRAC_ERR,V_FRAC,V_FRAC_ERR,ABS_V_FRAC,ABS_V_FRAC_ERR,TOA_ERR_NEW,SPIND,SPIND_ERR,NOBS,S1400,S1400_ERR,FLUX_0_VAL,FLUX_1_VAL,FLUX_2_VAL,FLUX_3_VAL,FLUX_4_VAL,FLUX_5_VAL,FLUX_6_VAL,FLUX_7_VAL,FLUX_0_ERR,FLUX_1_ERR,FLUX_2_ERR,FLUX_3_ERR,FLUX_4_ERR,FLUX_5_ERR,FLUX_6_ERR,FLUX_7_ERR,FLUX_0_FRQ,FLUX_1_FRQ,FLUX_2_FRQ,FLUX_3_FRQ,FLUX_4_FRQ,FLUX_5_FRQ,FLUX_6_FRQ,FLUX_7_FRQ
J1231-1411,True,rrc+11,295.531,48.385,0.0036838787108858,2.2625999999999998e-20,8.0884,0.0004,59192.21582899999,11.578024957033445,0.19038084765222002,False,0.4406861919561256,0.0202105811211424,-0.04853863463773126,0.030688988019501942,0.0394999440058035,0.030688988019501942,3.0692334660670384,-1.9,0.4,12,0.29,0.02,0.7,0.5,0.41,0.36,0.31,0.26,0.23,0.23,0.2,0.12,0.1,0.08,0.06,0.05,0.05,0.03,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1300+1240,False,wol90a,311.31,75.414,0.00621853194840048,1.143341e-19,10.1658,0.0009,58962.960666,8.962134384122779,0.7830157439231227,False,0.4180027704986657,0.02033384768139297,0.010709325360734769,0.03634407518844823,0.11816718543128135,0.03634407518844823,3.8729883832134298,-1.7,0.7,6,0.39,0.07,0.9,0.62,0.54,0.7,0.4,0.3,0.4,0.27,0.2,0.08,0.1,0.3,0.2,0.2,0.2,0.12,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1302-3258,False,hrm+11,305.58799999999997,29.838,0.003771,6.92e-21,26.186,0.0007,59084.495945,-29.5941406869064,1.0982288740580517,False,0.4289619213904189,0.020962085312688655,-0.07888542896837956,0.05899786833796161,0.034024900066279035,0.05899786833796161,2.568391379079201,-2.4,0.8,6,0.17,0.02,0.5,0.4,0.3,0.23,0.11,0.12,0.19,0.23,0.2,0.2,0.2,0.06,0.03,0.03,0.06,0.09,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1312+0051,False,san16,314.842,63.227,0.0042280189916604,1.7528e-20,15.3417,0.0014,59227.125633,2.440431410702652,1.2447381328051534,False,0.6166352305256931,0.021242397093936945,-0.007983141963420601,0.056272162793787835,0.010268772936292915,0.056272162793787835,4.197051967405467,-1.3,0.4,6,0.19,0.02,0.32,0.26,0.24,0.28,0.15,0.17,0.2,0.15,0.04,0.05,0.05,0.05,0.03,0.03,0.04,0.05,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1327-0755,True,blr+13,318.383,53.847,0.00267792319709,1.9000000000000003e-21,27.9068,0.0003,59133.381302,-0.2657615384615384,0.540305449936209,True,0.14553934692045678,0.02031778514499416,0.04085028348655437,0.03495192888401797,0.08402102084149138,0.03495192888401797,1.0467320969051046,-2.6,0.4,24,0.19,0.015,0.52,0.42,0.31,0.31,0.19,0.16,0.15,0.14,0.1,0.08,0.09,0.06,0.05,0.03,0.03,0.03,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1337-6423,False,kjb+12,307.889,-1.9580000000000002,0.009423406717796973,2.4775229229e-20,259.89099999999996,0.008,58576.04204099999,-108.28164531358252,0.8988707290776532,False,0.16628640514871226,0.02070670952247943,0.025184139851150512,0.05546616659536421,0.004760860424693086,0.05546616659536421,5.8639613769924175,-1.86,0.08,6,0.273,0.005,0.55,0.49,0.42,0.35,0.303,0.27,0.22899999999999998,0.204,0.02,0.02,0.02,0.02,0.013000000000000001,0.02,0.006999999999999999,0.013000000000000001,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1400-1431,False,rsm+13,326.986,45.086999999999996,0.00308423326039194,7.2333e-21,4.9319,0.0002,58855.241196,5.10939985443861,3.3687613339030116,True,0.15524059320109224,0.020448550247362987,0.0021193110042153646,0.04168814825793856,0.007750591975544468,0.04168814825793856,2.036396350848087,-3.5,0.5,6,0.17,0.02,0.6,0.46,0.35,0.3,0.22,0.16,0.11,0.1,0.2,0.14,0.12,0.1,0.07,0.04,0.02,0.02,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1405-4656,False,btb+15,315.91,14.054,0.00760220343271,2.4e-20,13.885,0.003,59031.75265,-4.9638770598199855,1.128488171250838,False,0.3036911881394269,0.020207181168081047,0.03596012782989362,0.034285020834040364,0.025586639446586984,0.034285020834040364,16.618823185504507,-4.0,0.6,7,0.31,0.04,1.1,1.3,0.8,0.6,0.4,0.31,0.18,0.17,0.3,0.3,0.2,0.2,0.2,0.11,0.05,0.07,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1420-5625,False,hfs+04,315.002,4.349,0.034117130840669994,6.8e-20,64.485,0.005,59084.520102999995,32.961955469613905,0.6919352422555296,False,0.3261411208481241,0.020749520206924485,0.11249307692931937,0.052237646595278873,0.08206458939406637,0.052237646595278873,13.995576943486974,-1.2,0.2,7,0.121,0.004,0.18,0.16699999999999998,0.163,0.142,0.122,0.114,0.10800000000000001,0.11,0.02,0.011000000000000001,0.01,0.015,0.011000000000000001,0.01,0.006,0.02,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1421-4409,True,kbj+18,319.497,15.809000000000001,0.0063857288374463,1.2297999999999999e-20,54.6403,0.0005,58595.733242999995,-24.27757654342854,0.5648690729071949,False,0.16721391067737962,0.02005755930127984,0.029008042230469763,0.02157236671333838,0.10181893420890846,0.02157236671333838,1.1935840637387896,-1.49,0.13,38,1.26,0.04,2.19,1.99,1.81,1.54,1.34,1.24,1.13,0.93,0.11,0.11,0.11,0.09,0.08,0.08,0.08,0.08,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1431-4715,False,btb+15,320.051,12.253,0.00201195344253543,1.4116399999999998e-20,59.3473,0.0009,58730.696944,13.253061205203386,0.18160559462747825,False,0.33077772133906497,0.020111810652879883,0.028548715579606407,0.04263414596742197,0.023166749403586758,0.04263414596742197,0.6815081968593595,-1.0,0.2,6,0.67,0.02,0.94,0.87,0.86,0.76,0.86,0.68,0.56,0.6,0.08,0.05,0.06,0.09,0.07,0.06,0.03,0.2,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
J1431-5740,True,bbb+13,315.962,2.66,0.004110543956535,6.422e-21,131.3766,0.0006,58938.956102,-42.22439282935483,0.4226264955473291,False,0.1888111444375356,0.02012920051477555,-0.2822114273863982,0.031649160114018964,0.2654597316348695,0.031649160114018964,1.054054785243579,-1.31,0.08,40,0.359,0.006,0.55,0.52,0.49,0.46,0.39799999999999996,0.353,0.317,0.275,0.02,0.02,0.02,0.02,0.013999999999999999,0.013000000000000001,0.012,0.011000000000000001,944.609375,1041.578125,1138.546875,1235.515625,1332.484375,1429.453125,1526.421875,1623.390625
